年度標籤,路線方向,路段,交流道,進出口,週六,週日,週2-4,平日
112年,國4東向路段,非主線資料,清水端,進口,17577,16286,,17778.0
112年,國4東向路段,非主線資料,中港系統,進口,19305,17691,,17277.0
112年,國4東向路段,非主線資料,神岡,進口,6817,5570,,8936.0
112年,國4東向路段,非主線資料,台中系統,進口,22786,19434,,17834.0
112年,國4東向路段,非主線資料,豐勢,進口,8703,8218,,7173.0
112年,國4東向路段,非主線資料,潭子,進口,12550,10904,,12670.0
112年,國6東向路段,非主線資料,霧峰系統,進口,28817,23238,,20111.0
112年,國6東向路段,非主線資料,舊正,進口,3653,2472,,2393.0
112年,國6東向路段,非主線資料,東草屯,進口,1244,1092,,1112.0
112年,國6東向路段,非主線資料,國姓,進口,476,449,,476.0
112年,國6東向路段,非主線資料,愛蘭,進口,492,326,,368.0
112年,國8東向路段,非主線資料,台南端,進口,13060,12105,,12630.0
112年,國8東向路段,非主線資料,新吉,進口,15555,14192,,14648.0
112年,國8東向路段,非主線資料,台南系統,進口,17849,16840,,16856.0
112年,國8東向路段,非主線資料,新市,進口,3816,3226,,3828.0
112年,國8東向路段,非主線資料,新化系統,進口,3724,3947,,3393.0
112年,國10東向路段,非主線資料,左營端,進口,35005,33624,,33497.0
112年,國10東向路段,非主線資料,鼎金系統,進口,19564,23383,,24506.0
112年,國10東向路段,非主線資料,仁武,進口,10548,7858,,10696.0
112年,國10東向路段,非主線資料,燕巢,進口,8654,7641,,7483.0
112年,國10東向路段,非主線資料,燕巢系統,進口,7107,5718,,5397.0
112年,國1北向路段,非主線資料,高雄端,進口,6656,6609,,10231.0
112年,國1北向路段,非主線資料,漁港路,進口,16560,14031,,20588.0
112年,國1北向路段,非主線資料,五甲,進口,1858,1638,,2226.0
112年,國1北向路段,非主線資料,五甲系統,進口,51982,50600,,47713.0
112年,國1北向路段,非主線資料,中正路,進口,9917,9530,,8412.0
112年,國1北向路段,非主線資料,高雄,進口,56856,54752,,50940.0
112年,國1北向路段,非主線資料,鼎金系統,進口,24933,22812,,22456.0
112年,國1北向路段,非主線資料,楠梓,進口,17176,15724,,18491.0
112年,國1北向路段,非主線資料,岡山,進口,6357,5994,,6758.0
112年,國1北向路段,非主線資料,高科,進口,6353,5113,,9622.0
112年,國1北向路段,非主線資料,路竹,進口,6045,5750,,5844.0
112年,國1北向路段,非主線資料,仁德系統,進口,17714,17873,,18791.0
112年,國1北向路段,非主線資料,仁德,進口,10387,9579,,10595.0
112年,國1北向路段,非主線資料,大灣,進口,16643,15749,,15476.0
112年,國1北向路段,非主線資料,永康,進口,17026,16684,,15018.0
112年,國1北向路段,非主線資料,台南系統,進口,10527,10167,,9822.0
112年,國1北向路段,非主線資料,安定,進口,4088,3353,,5749.0
112年,國1北向路段,非主線資料,麻豆,進口,5728,5687,,5059.0
112年,國1北向路段,非主線資料,下營系統,進口,4502,4587,,3894.0
112年,國1北向路段,非主線資料,新營,進口,5044,5281,,4419.0
112年,國1北向路段,非主線資料,新營服務區,進口,1535,1429,,1526.0
112年,國1北向路段,非主線資料,嘉義系統,進口,8619,8548,,8119.0
112年,國1北向路段,非主線資料,水上,進口,3080,3196,,3042.0
112年,國1北向路段,非主線資料,嘉義,進口,10968,10910,,10122.0
112年,國1北向路段,非主線資料,民雄,進口,6854,7117,,5912.0
112年,國1北向路段,非主線資料,大林,進口,3863,4044,,3526.0
112年,國1北向路段,非主線資料,雲林系統,進口,11672,12036,,10562.0
112年,國1北向路段,非主線資料,斗南,進口,5583,5306,,4959.0
112年,國1北向路段,非主線資料,虎尾,進口,4023,3893,,3866.0
112年,國1北向路段,非主線資料,西螺,進口,5575,5462,,5128.0
112年,國1北向路段,非主線資料,北斗,進口,11131,10531,,11051.0
112年,國1北向路段,非主線資料,員林,進口,12139,11620,,12086.0
112年,國1北向路段,非主線資料,埔鹽系統,進口,15401,13284,,16389.0
112年,國1北向路段,非主線資料,彰化,進口,23689,21164,,23419.0
112年,國1北向路段,非主線資料,彰化系統,進口,4749,5209,,6014.0
112年,國1北向路段,非主線資料,王田,進口,9074,7576,,10901.0
112年,國1北向路段,非主線資料,南屯,進口,13481,11661,,14072.0
112年,國1北向路段,非主線資料,台中,進口,23997,21204,,23089.0
112年,國1北向路段,非主線資料,大雅,進口,18603,17029,,16934.0
112年,國1北向路段,非主線資料,豐原,進口,10962,10479,,11197.0
112年,國1北向路段,非主線資料,台中系統,進口,15840,16606,,12114.0
112年,國1北向路段,非主線資料,后里,進口,2538,2874,,2055.0
112年,國1北向路段,非主線資料,三義,進口,4267,4826,,4074.0
112年,國1北向路段,非主線資料,銅鑼,進口,2144,2213,,2924.0
112年,國1北向路段,非主線資料,苗栗,進口,3951,5332,,3468.0
112年,國1北向路段,非主線資料,頭屋,進口,5943,6482,,5440.0
112年,國1北向路段,非主線資料,頭份,進口,15467,14457,,16358.0
112年,國1北向路段,非主線資料,新竹系統,進口,30638,30936,,34738.0
112年,國1北向路段,非主線資料,新竹,進口,31508,27768,,38100.0
112年,國1北向路段,非主線資料,竹北,進口,18180,14276,,18372.0
112年,國1北向路段,非主線資料,湖口,進口,9921,9944,,13257.0
112年,國1北向路段,非主線資料,楊梅,進口,22364,19366,,24655.0
112年,國1北向路段,非主線資料,幼獅,進口,7014,5368,,10757.0
112年,國1北向路段,非主線資料,平鎮系統,進口,28734,25914,,30030.0
112年,國1北向路段,非主線資料,中壢,進口,14159,12196,,14301.0
112年,國1北向路段,非主線資料,內壢,進口,28661,25531,,29457.0
112年,國1北向路段,非主線資料,中壢服務區,進口,2440,2005,,4232.0
112年,國1北向路段,非主線資料,機場系統,進口,43677,40130,,45908.0
112年,國1北向路段,非主線資料,桃園,進口,36049,32257,,37474.0
112年,國1北向路段,非主線資料,林口,進口,44588,38838,,49788.0
112年,國1北向路段,非主線資料,高公局,進口,266,197,,657.0
112年,國1北向路段,非主線資料,五股,進口,20755,17982,,20587.0
112年,國1北向路段,非主線資料,三重,進口,22040,19274,,21932.0
112年,國1北向路段,非主線資料,台北,進口,27093,25388,,26124.0
112年,國1北向路段,非主線資料,圓山,進口,15227,13765,,16297.0
112年,國1北向路段,非主線資料,內湖,進口,27770,24614,,28056.0
112年,國1北向路段,非主線資料,汐止&汐止系統,進口,40154,36276,,34886.0
112年,國1北向路段,非主線資料,五堵,進口,5034,4107,,6430.0
112年,國1北向路段,非主線資料,基隆,進口,7762,6256,,7918.0
112年,國3北向路段,非主線資料,大鵬灣端,進口,7184,9543,,5424.0
112年,國3北向路段,非主線資料,南州,進口,13414,17619,,10824.0
112年,國3北向路段,非主線資料,崁頂,進口,4731,4997,,4786.0
112年,國3北向路段,非主線資料,竹田系統,進口,9775,9842,,9270.0
112年,國3北向路段,非主線資料,麟洛,進口,4677,5043,,4560.0
112年,國3北向路段,非主線資料,長治,進口,4804,5366,,4242.0
112年,國3北向路段,非主線資料,屏東,進口,5570,5586,,5205.0
112年,國3北向路段,非主線資料,九如,進口,7717,8334,,7086.0
112年,國3北向路段,非主線資料,燕巢系統,進口,15542,15410,,12402.0
112年,國3北向路段,非主線資料,田寮,進口,2604,3256,,1752.0
112年,國3北向路段,非主線資料,關廟服務區,進口,364,416,,361.0
112年,國3北向路段,非主線資料,關廟,進口,10566,10168,,9127.0
112年,國3北向路段,非主線資料,新化系統,進口,13444,12958,,8934.0
112年,國3北向路段,非主線資料,善化,進口,3968,3475,,3498.0
112年,國3北向路段,非主線資料,官田系統,進口,3736,4468,,2681.0
112年,國3北向路段,非主線資料,烏山頭,進口,990,1078,,923.0
112年,國3北向路段,非主線資料,柳營,進口,1017,1191,,842.0
112年,國3北向路段,非主線資料,東山服務區,進口,598,688,,376.0
112年,國3北向路段,非主線資料,白河,進口,2313,2908,,1669.0
112年,國3北向路段,非主線資料,水上系統,進口,7912,8056,,6828.0
112年,國3北向路段,非主線資料,中埔,進口,5783,6485,,4771.0
112年,國3北向路段,非主線資料,竹崎,進口,7360,7928,,5944.0
112年,國3北向路段,非主線資料,梅山,進口,2576,2686,,2336.0
112年,國3北向路段,非主線資料,古坑服務區,進口,324,350,,260.0
112年,國3北向路段,非主線資料,古坑(北)&古坑系統,進口,7786,8398,,5865.0
112年,國3北向路段,非主線資料,斗六,進口,5034,5078,,4273.0
112年,國3北向路段,非主線資料,南雲,進口,2486,2719,,2227.0
112年,國3北向路段,非主線資料,竹山,進口,8656,9590,,6872.0
112年,國3北向路段,非主線資料,名間,進口,9036,9606,,7894.0
112年,國3北向路段,非主線資料,南投服務區,進口,2701,3030,,2246.0
112年,國3北向路段,非主線資料,南投,進口,10639,10018,,11585.0
112年,國3北向路段,非主線資料,中興,進口,9949,9376,,11836.0
112年,國3北向路段,非主線資料,中興系統,進口,14193,15363,,11948.0
112年,國3北向路段,非主線資料,草屯,進口,6998,6305,,7275.0
112年,國3北向路段,非主線資料,霧峰系統,進口,18536,20938,,15335.0
112年,國3北向路段,非主線資料,霧峰,進口,13278,12164,,14870.0
112年,國3北向路段,非主線資料,中投,進口,8488,7236,,8964.0
112年,國3北向路段,非主線資料,烏日,進口,3756,2635,,6349.0
112年,國3北向路段,非主線資料,快官,進口,13860,13337,,13850.0
112年,國3北向路段,非主線資料,彰化系統,進口,21313,25029,,18838.0
112年,國3北向路段,非主線資料,和美,進口,5737,5926,,5778.0
112年,國3北向路段,非主線資料,龍井,進口,9442,8762,,10041.0
112年,國3北向路段,非主線資料,沙鹿,進口,8455,7982,,8662.0
112年,國3北向路段,非主線資料,清水服務區,進口,1289,1677,,889.0
112年,國3北向路段,非主線資料,中港系統,進口,16681,16656,,14443.0
112年,國3北向路段,非主線資料,大甲,進口,3122,3186,,2742.0
112年,國3北向路段,非主線資料,苑裡,進口,2876,3250,,2532.0
112年,國3北向路段,非主線資料,通霄,進口,3769,4386,,3358.0
112年,國3北向路段,非主線資料,西湖服務區,進口,279,426,,317.0
112年,國3北向路段,非主線資料,後龍,進口,3829,4000,,3654.0
112年,國3北向路段,非主線資料,大山,進口,2832,3082,,2983.0
112年,國3北向路段,非主線資料,竹南,進口,4694,4378,,5253.0
112年,國3北向路段,非主線資料,西濱,進口,6826,6708,,7267.0
112年,國3北向路段,非主線資料,香山,進口,8214,7250,,13850.0
112年,國3北向路段,非主線資料,茄苳,進口,10189,8390,,10531.0
112年,國3北向路段,非主線資料,新竹系統,進口,20839,23079,,17635.0
112年,國3北向路段,非主線資料,寶山,進口,3740,3359,,5674.0
112年,國3北向路段,非主線資料,竹林,進口,14148,12466,,11385.0
112年,國3北向路段,非主線資料,關西,進口,4062,4022,,3440.0
112年,國3北向路段,非主線資料,關西服務區,進口,1032,1415,,847.0
112年,國3北向路段,非主線資料,高原,進口,6379,5639,,6773.0
112年,國3北向路段,非主線資料,龍潭,進口,12936,11279,,13801.0
112年,國3北向路段,非主線資料,大溪,進口,22494,18961,,23504.0
112年,國3北向路段,非主線資料,鶯歌系統,進口,40600,35978,,43290.0
112年,國3北向路段,非主線資料,三鶯,進口,13268,12976,,13110.0
112年,國3北向路段,非主線資料,樹林,進口,15850,13826,,16164.0
112年,國3北向路段,非主線資料,土城,進口,13985,10873,,16449.0
112年,國3北向路段,非主線資料,中和,進口,20536,18539,,21101.0
112年,國3北向路段,非主線資料,安坑,進口,10712,8806,,11580.0
112年,國3北向路段,非主線資料,新店,進口,9228,7987,,10901.0
112年,國3北向路段,非主線資料,木柵,進口,14715,13231,,16568.0
112年,國3北向路段,非主線資料,南港系統,進口,19391,21746,,17145.0
112年,國3北向路段,非主線資料,南港,進口,5760,4765,,6912.0
112年,國3北向路段,非主線資料,新台五路,進口,8019,6858,,11485.0
112年,國3北向路段,非主線資料,汐止系統,進口,12059,10554,,11030.0
112年,國3北向路段,非主線資料,瑪東系統,進口,3018,2534,,4032.0
112年,國5北向路段,非主線資料,蘇澳,進口,11908,9934,,11094.0
112年,國5北向路段,非主線資料,羅東,進口,13587,9815,,12150.0
112年,國5北向路段,非主線資料,宜蘭(壯圍),進口,10625,8598,,9740.0
112年,國5北向路段,非主線資料,頭城,進口,10469,13720,,8029.0
112年,國5北向路段,非主線資料,坪林交控專用道,進口,2342,4998,,1729.0
112年,國5北向路段,非主線資料,石碇,進口,3622,4164,,3374.0
112年,國1高架北向路段,非主線資料,楊梅端,進口,39694,41437,,35764.0
112年,國1高架北向路段,非主線資料,中壢轉接道,進口,19999,18811,,19398.0
112年,國1高架北向路段,非主線資料,機場系統,進口,18843,18073,,19837.0
112年,國1高架北向路段,非主線資料,五股轉接道,進口,50661,45137,,53226.0
112年,國1高架北向路段,非主線資料,堤頂,進口,11692,9071,,13074.0
112年,國3甲西向路段,非主線資料,深坑端,進口,31211,29632,,34131.0
112年,國3甲西向路段,非主線資料,萬芳,進口,7140,5876,,7061.0
112年,國2西向路段,非主線資料,鶯歌系統,進口,58317,53813,,63256.0
112年,國2西向路段,非主線資料,大湳,進口,20233,17954,,21518.0
112年,國2西向路段,非主線資料,南桃園,進口,35307,32904,,35168.0
112年,國2西向路段,非主線資料,機場系統,進口,43963,41526,,47221.0
112年,國2西向路段,非主線資料,大竹,進口,5780,4789,,7315.0
112年,國2西向路段,非主線資料,大園,進口,5546,5582,,6332.0
112年,國4西向路段,非主線資料,潭子系統,進口,38253,37003,,32349.0
112年,國4西向路段,非主線資料,潭子,進口,2366,2076,,2354.0
112年,國4西向路段,非主線資料,豐勢,進口,11071,11769,,10754.0
112年,國4西向路段,非主線資料,后豐,進口,9194,7911,,10218.0
112年,國4西向路段,非主線資料,台中系統,進口,16059,14300,,17286.0
112年,國4西向路段,非主線資料,神岡,進口,2910,2443,,3883.0
112年,國4西向路段,非主線資料,中港系統,進口,6245,5294,,5990.0
112年,國6西向路段,非主線資料,埔里端,進口,3088,4038,,2414.0
112年,國6西向路段,非主線資料,埔里,進口,4975,6274,,4040.0
112年,國6西向路段,非主線資料,愛蘭,進口,10147,12658,,7576.0
112年,國6西向路段,非主線資料,北山,進口,856,1440,,725.0
